TokenID,FullText,Target,ASTrns,ASTrns_conf,ASTrns_explanation,ASUncc,ASUncc_conf,ASUncc_explanation,ASUnrg,ASUnrg_conf,ASUnrg_explanation,AktAcc,AktAcc_conf,AktAcc_explanation,AktAch,AktAch_conf,AktAch_explanation,AktAct,AktAct_conf,AktAct_explanation,AktState,AktState_conf,AktState_explanation,ClCntfcl,ClCntfcl_conf,ClCntfcl_explanation,ClNegPol,ClNegPol_conf,ClNegPol_explanation,DtExp,DtExp_conf,DtExp_explanation,DtRes,DtRes_conf,DtRes_explanation,DtUniv,DtUniv_conf,DtUniv_explanation,TLAspPfv,TLAspPfv_conf,TLAspPfv_explanation,TLMdIrr,TLMdIrr_conf,TLMdIrr_explanation,TLTS,TLTS_conf,TLTS_explanation,VcPass,VcPass_conf,VcPass_explanation
40019020,The man said to him : » I have done all these things ; what more is there ? «,have done (all these things),1,high,"The target verb 'have done' introduces an overt internal argument ('all these things' as direct object), satisfying the first 'set_to_1_if' condition.",0,high,"The verb 'done' licenses an external argument (the implicit agent 'I' who performed the actions), and the clause contains a direct object 'all these things', triggering the set_to_0_if conditions.",0,high,"The target verb 'have done' licenses an internal argument 'all these things' (direct object), which triggers the set_to_0_if condition that vetoes ASUnrg annotation.",1,high,"The predicate 'have done' encodes a durative process phase (performing/executing actions) that culminates in a defined result state (completion of 'all these things'), matching the positive example 'I have done the work.'",0,high,"The verb 'have done' denotes a completed durative process (performing multiple things over time) rather than a punctual transition into a new state, and the plural 'things' indicates an extended activity that unfolds over measurable duration.",0,high,"The verb 'have done' with the bounded internal argument 'all these things' (a definite, quantized set) entails completion of a defined result state, triggering the set_to_0_if condition for bounded internal arguments.",0,high,"The target verb 'have done' denotes a completed dynamic event with internal eventive unfolding and a clear endpoint, which violates the stative requirement and matches the set_to_0_if condition for bounded dynamic events.",0,high,"The clause 'I have done all these things' presents a situation as having actually occurred in the actual world (direct speech reporting a factual claim), with no indication of counterfactuality, conditional structure, or contrary-to-fact meaning.",0,high,"The target gram 'have done' is not negated; it is a positive assertion within direct speech, and no negator applies to this eventuality.",1,high,"The clause 'I have done all these things' presents the completion of actions as part of the subject's life history without asserting a resulting state; the focus is on whether the events have occurred, matching the DtExp intuition and the perception/bounded activity criterion.",0,high,The verb 'have done' reports a past activity (completion of multiple actions) without introducing a contentful result state that persists at reference time; it is a bare accomplishment verb describing completed actions rather than a transition to a new state condition.,0,high,"The clause describes discrete bounded accomplishments ('all these things') that have been completed, focusing on the transition into a state of completion rather than a situation holding continuously over time, triggering the set_to_0_if condition for transitions into new states.",1,high,"The clause 'I have done all these things' presents a set of completed actions as a bounded whole with a construed endpoint, construing the accomplishment of these things as a single perfective occurrence rather than an ongoing state.",0,high,"The gram 'have done' is asserted as a realized fact within direct speech (the man claims he has completed these things), with no modal, conditional, future, or hypothetical marking.",0,high,"The gram 'have done' is formed with present-tense 'have' followed by a past participle with no modal, future, or progressive marking, matching the simple present perfect form that sets to 0.",0,high,The construction 'have done' is active voice with the grammatical subject 'I' as the semantic agent (doer) and the object 'all these things' as the semantic patient; there is no passive morphology (no 'been' + past participle or 'get/got' + past participle).
40019027,"Then Peter said : » See , we have given up everything to follow you . What then will we have ? «",have given up,1,high,"The target verb 'have given up' introduces an overt grammatical subject ('we') and an overt direct object noun phrase ('everything'), satisfying the first 'set_to_1_if' condition.",0,high,"The verb 'give up' licenses an external argument (the subject 'we' as agent) and introduces a direct object ('everything'), triggering the set_to_0_if condition for both external argument licensing and overt object presence.",0,high,"The target verb 'have given up' licenses an internal argument ('everything'), which is a direct object complement of the verb, triggering the set_to_0_if condition.",0,high,The phrasal verb 'give up' denotes a punctual change-of-state (transition from possessing to relinquishing) without an encoded durative process phase leading to a defined result state; the completion is supplied by context rather than by the predicate's meaning.,1,high,"The verb 'give up' denotes a punctual transition into a new state (abandonment of possessions), can be modified by time-point adverbials ('we gave up everything at that moment'), does not permit interruption ('one cannot meaningfully stop giving up'), and lacks measurable internal duration, satisfying multiple set_to_1_if conditions.",0,high,"The verb 'give up' entails a defined result state (the state of having relinquished everything), which is a bounded accomplishment rather than a dynamic durative activity.",0,high,"The target verb 'have given up' denotes a bounded change-of-state event (abandonment/relinquishment) with internal dynamic development and a clear endpoint, which violates the stative requirement of AktState.",0,high,"The clause 'we have given up everything' presents a situation that has actually occurred in the actual world (Peter is stating a fact about what the disciples have done), not a counterfactual condition contrary to fact.",0,high,"The target gram 'have given up' is not negated; the negation 'not' does not appear in the clause, no negative quantifiers modify it, 'never' does not modify it, and there is no 'neither…nor' construction—the sentence is a positive assertion of having given up everything.",0,high,"The verb 'have given up' entails a change of state (transition from possessing to not possessing) that persists at reference time, and this resulting state is explicitly encoded in the meaning of the predicate, triggering the set_to_0_if condition.",1,high,"The verb 'have given up' encodes a transition from a state of possession/attachment to a state of relinquishment, with the result state (having abandoned everything) persisting at reference time, satisfying the first set_to_1_if condition.",0,high,"The verb 'have given up' denotes a completed transition into a new state (abandoning possessions to follow Jesus) rather than a continuous situation holding throughout a time span, and lacks duration adverbials or habitual framing.",1,high,"The clause 'we have given up everything' presents a completed transition event (giving up is a bounded change of state) construed as a single bounded occurrence with a clear endpoint, satisfying the perfective criterion.",0,high,"The gram 'have given up' is asserted as a realized fact in the actual world (Peter states what they have actually done), with no modal auxiliary, conditional, counterfactual, or hypothetical context present.",0,high,"The gram 'have given up' is formed with present-tense 'have' followed by a past participle ('given up'), with no modal, future, or progressive marking, matching the set_to_0_if condition for simple present perfect.",0,high,"The grammatical subject 'we' corresponds to the semantic agent (the doers who gave up), and the grammatical object 'everything' corresponds to the semantic patient; this is active voice, not passive voice, as there is no auxiliary 'be/been' or 'get/got' introducing a past participle."
40019028,"Jesus replied : » Truly I say to you , when all things are made new , and the Son of man is seated in his glory , you who have come after me will be seated on twelve seats , judging the twelve tribes of Israel .",have come,0,high,"The verb 'have come' is intransitive and does not introduce an overt internal argument (direct or indirect object); 'after me' is a prepositional phrase modifying the verb, not a direct object.",1,high,"The verb 'come' denotes directed motion/change-of-location where the sole argument 'you' undergoes displacement, and no external argument is licensed, matching the set_to_1_if condition for unaccusative verbs.",0,high,"The verb 'have come' licenses an internal argument ('after me'), which is a prepositional phrase functioning as a complement, triggering the set_to_0_if condition that the target verb introduces an internal argument.",1,high,"The phrase 'have come after me' encodes directed motion toward a spatial/abstract goal (following Jesus) that defines completion, matching the set_to_1_if condition for directed motion toward a goal.",1,high,"The verb 'have come after me' denotes a punctual transition into the state of having arrived/followed, representing a definable threshold crossing that can occur at a specific temporal boundary, and does not permit interruption as an ongoing process phase.",0,high,"The verb 'have come' denotes a bounded perceptual/cognitive event marking the onset of arrival (a defined result state), and the internal argument 'after me' specifies a bounded spatial-temporal relation entailing completion of the coming action.",0,high,"The target 'have come' denotes a bounded perceptual/cognitive event marking the onset of following Jesus, involving dynamic change and eventive unfolding rather than a static condition.",0,high,"The clause 'you who have come after me' presents a factual situation (followers who actually came after Jesus) without any counterfactual marking, and occurs in a future conditional context ('when all things are made new') describing actual expected events, not contrary-to-fact scenarios.",0,high,"The target gram 'have come' is not negated; it appears in a positive relative clause describing those who follow Jesus, with no negator applying to it.",0,high,"The clause 'you who have come after me' describes a change of location (coming after Jesus) that persists at reference time, and the resulting state of being positioned after Jesus is entailed by the verb and relevant to the predicate's meaning, matching the set_to_0_if condition for transitions into new physical locations.",0,high,"The clause 'you who have come after me' uses 'have come' as a relative clause describing a group of people characterized by a past action (following Jesus), not encoding a result state that persists at reference time; this is an experiential or characterizing use rather than a transition to a new state.",0,high,"The clause 'you who have come after me' describes a discrete bounded event (coming after Jesus) rather than a continuous situation holding over time, and the focus is on the transition into the state of having followed rather than duration.",0,high,"The clause 'you who have come after me' construes 'come after' as an ongoing state or condition (those who are followers/disciples) rather than as a bounded completed event, and the relative clause describes a persistent relation rather than a discrete bounded occurrence.",0,high,"The gram 'have come' is a relative clause modifying 'you' and asserts a realized fact (those who have actually come after Jesus), not a projected, hypothetical, or non-actual situation.",0,high,"The gram 'have come' is formed with present-tense 'have' followed by a past participle ('come') with no modal, future, or progressive marking, matching the set_to_0_if condition for simple present perfect.",0,high,"The target 'have come' is active voice (auxiliary 'have' + past participle of intransitive verb 'come'), where the grammatical subject 'you' is the semantic agent performing the action of coming, not a patient undergoing an action."
40019029,"» Everyone who has given up houses , or brothers , or sisters , or father , or mother , or child , or land , for my name , will receive many times as much , and have everlasting life .",has given up,1,high,"The target verb 'has given up' introduces an overt external argument ('Everyone who') and multiple overt internal arguments ('houses, or brothers, or sisters, or father, or mother, or child, or land'), satisfying the condition for transitive verbs with overt grammatical subject and direct objects.",0,high,"The verb 'give up' licenses an external argument (the agent 'everyone' who performs the action of relinquishing), and the clause contains overt direct objects (houses, brothers, sisters, etc.), triggering the set_to_0_if conditions.",0,high,"The target verb 'has given up' licenses multiple internal arguments (houses, brothers, sisters, father, mother, child, land), which triggers the set_to_0_if condition that the verb introduces internal arguments.",0,high,The verb 'give up' denotes a punctual change-of-state (the transition from possessing to relinquishing) without an encoded durative process phase leading to a defined result state; completion is not built into the predicate's meaning.,1,high,"The verb 'has given up' denotes a punctual transition into a new state (relinquishment of possessions) that occurs at a definable temporal boundary, satisfying the set_to_1_if criterion for punctual state-change events, and does not permit interruption or durative modification in the way that process verbs do.",0,high,"The verb 'has given up' entails a defined result state (the state of having relinquished possessions), and the internal argument 'houses, brothers, sisters, father, mother, child, land' consists of bounded, quantized entities that entail completion of the action.",0,high,"The verb 'has given up' denotes a change-of-state and bounded dynamic event (relinquishment of possessions), involving internal eventive unfolding and a clear endpoint, which triggers the set_to_0_if condition for dynamic change and event boundaries.",0,high,"The clause 'has given up houses...' presents a situation as actually occurring (factual past/present perfect), not as contrary to fact; it is part of an open conditional where the reward is contingent on a real possible action, not a counterfactual condition.",0,high,The target gram 'has given up' is not negated; the negation does not apply to this eventuality but rather describes a conditional scenario where people who have given up possessions will receive rewards.,0,high,"The verb 'has given up' entails a change of possession/status (relinquishing houses, family, land) that results in a persisting state at reference time, and this resulting state is explicitly encoded in the predicate meaning, triggering the set_to_0_if condition.",1,high,"The verb 'has given up' encodes a transition from possessing/retaining something to relinquishing it, resulting in a new state (no longer having those things) that persists at reference time, satisfying the first set_to_1_if condition.",0,high,"The verb 'has given up' denotes a transition into a new state (relinquishing possessions) rather than a continuous situation holding over time, and the clause describes discrete bounded events of sacrifice rather than a non-terminating state or habitual series characterizing the entire time span.",1,high,"The predicate 'has given up' is a transition event (relinquishment/abandonment) construed as a completed whole, presenting a bounded occurrence with a clear endpoint rather than an ongoing state.",0,high,"The gram 'has given up' asserts a realized condition (those who have actually given up possessions) as the factual premise for the conditional promise that follows; it is not itself presented as hypothetical, projected, or non-actual.",0,high,"The gram 'has given up' is formed with present-tense 'has' followed by a past participle ('given'), with no modal, future, or progressive marking, matching the set_to_0_if condition for simple present perfect.",0,high,"The grammatical subject 'Everyone' corresponds to the semantic agent (the doer who gives up), and the grammatical object 'houses, brothers, sisters, etc.' corresponds to the semantic patient; this is active voice, not passive voice."
40020007,» They said : ‘ No man has given us work . ’ ’ He told them to go work with the rest in the vineyard .,has given work,1,high,"The target verb 'has given' introduces an overt grammatical subject ('No man') and an overt direct object noun phrase ('us work'), satisfying the first 'set_to_1_if' condition for transitive verbs with both subject and object present.",0,high,"The verb 'give' licenses an external argument (agent: 'man') and introduces a direct object ('work'), violating the unaccusative requirement that no external argument be licensed.",0,high,"The target verb 'has given' licenses an internal argument ('work' as direct object), which triggers the set_to_0_if condition that vetoes any set_to_1_if conditions.",0,high,"The verb 'give' denotes a punctual transfer of possession/assignment without a durative process phase encoded in its meaning, matching the set_to_0_if criterion for punctual change-of-state events like 'give' and 'receive'.",1,high,"The verb 'has given work' denotes a punctual transition into a new state (the state of having received work/employment), can be modified by a specific time-point adverbial ('He gave us work at dawn'), and does not permit interruption as an ongoing process phase, satisfying the achievement criteria.",0,high,"The phrase 'has given us work' entails a defined result state (the provision of work as a completed action with a specific outcome), which triggers the set_to_0_if condition for bounded, telic situations.",0,high,"The target 'has given work' denotes a bounded dynamic event (giving is a change-of-state action with an inherent endpoint), which triggers set_to_0_if condition 3, vetoing any stative interpretation.",0,high,"The clause 'No man has given us work' is an embedded statement within reported speech ('They said'), presenting a factual claim about the actual world without any counterfactual marking or conditional structure.",1,high,"The target gram 'has given work' is negated by the negative quantifier 'No man' in subject position, which negates the eventuality that anyone has given work.",1,high,"The negative Perfect 'has given us work' functions as a claim about the absence of the event in the subject's history, matching the set_to_1_if condition for negative Perfects.",0,high,"The clause 'No man has given us work' is negated ('No man has given'), so no transition to a resulting state is entailed, triggering the set_to_0_if condition that negation vetos DtRes.",0,high,"The clause describes a discrete bounded event (no one gave them work) rather than a continuous situation holding up to the reference time, and the verb 'give' entails a transition into a new state, focusing on the lack of that transition rather than duration.",1,high,"The clause 'has given us work' presents the act of giving as a completed bounded event (a transition from not-given to given), construed as a single occurrence rather than an ongoing state.",0,high,"The gram 'has given us work' is asserted as a realized fact within reported speech ('They said: No man has given us work'), presenting an actual situation in the world rather than a projected, hypothetical, or non-actual one.",0,high,"The gram 'has given work' is formed with present-tense 'has' followed by past participle 'given', with no modal, future, or progressive marking, matching the set_to_0_if condition for simple present perfect.",0,high,"The grammatical subject 'No man' is the semantic agent (the one who gives/does not give), and 'us' is the semantic patient; this is active voice, not passive voice, lacking the required passive morphology (be/been + past participle or get/got + past participle)."
40020012a,» They said : ‘ The last ones have done only one hour’s work . You have made them equal to us . We have undergone the hard work of the day and the burning heat . ’,have done (work),1,high,"The target verb 'have done' introduces an overt grammatical subject ('The last ones') and an overt direct object noun phrase ('only one hour's work'), satisfying the first 'set_to_1_if' condition.",0,high,"The verb 'have done' licenses an external argument (the subject 'they/ones' as agent) and introduces a direct object ('one hour's work'), satisfying set_to_0_if conditions.",0,high,"The target verb 'have done' licenses an internal argument 'one hour's work' (direct object), which triggers the set_to_0_if condition that vetoes ASUnrg.",1,high,"The predicate 'have done (work)' encodes a durative process phase (performing work over time) that culminates in a defined result state (work completed), matching the positive example 'I have done the work.'",0,high,"The event 'have done one hour's work' unfolds over a measurable duration (one hour) rather than occurring at a single temporal boundary, and the apparent completion represents the culmination of a durative process of working, not a punctual transition into a new state.",0,high,"The phrase 'have done only one hour's work' entails a defined result state (completion of a bounded quantity of work), and the internal argument 'one hour's work' is quantized/bounded, triggering set_to_0_if conditions.",0,high,"The target 'have done (work)' denotes a completed dynamic activity with internal eventive unfolding and a bounded endpoint, triggering the set_to_0_if condition for change-of-state and dynamic activity.",0,high,"The clause 'have done only one hour's work' presents a situation that actually occurred in the narrative world (the workers did perform one hour of work), with no indication of counterfactuality or conditional structure.",0,high,"The target gram 'have done' is not negated; it appears in a positive assertion ('The last ones have done only one hour's work') where the negation-like element 'only' is a quantifier modifying the duration, not negating the eventuality itself.",0,high,"The clause 'have done only one hour's work' focuses on the outcome/result of work completed (one hour's worth), not on whether the event occurred in the subject's life history, and the context emphasizes the resulting state of labor as a comparison to others' effort.",0,high,"The target verb 'have done (work)' describes a completed activity without introducing a result state that persists at reference time; it is a bare activity verb reporting past labor, not a transition to a new contentful condition.",0,high,The clause describes a discrete bounded event ('done only one hour's work') that is a completed action rather than a continuous situation holding throughout a time span.,1,high,"The clause 'have done only one hour's work' presents a bounded, completed occurrence of work with a measured endpoint ('one hour'), construing the situation as a single bounded event rather than ongoing or habitual.",0,high,"The gram 'have done' is asserted as a realized fact within reported speech ('They said'), describing actual work completed, with no modal, conditional, future, or hypothetical marking.",0,high,"The gram 'have done' is formed with present-tense 'have' followed by a past participle with no modal, future, or progressive marking, matching the set_to_0_if condition for simple present perfect.",0,high,"The grammatical subject 'They' corresponds to the semantic agent (doer) of 'have done', and 'one hour's work' is the semantic patient in object position; this is active voice, not passive voice."
40020012b,» They said : ‘ The last ones have done only one hour’s work . You have made them equal to us . We have undergone the hard work of the day and the burning heat . ’,have made (them) equal,1,high,"The target verb 'have made' introduces an overt grammatical subject ('You') and an overt direct object noun phrase ('them'), satisfying the first 'set_to_1_if' condition for transitive verbs with both subject and object present.",0,high,"The verb 'make' licenses an external argument (the subject 'You') that acts as an agent/initiator causing the change of state in the direct object 'them', violating the unaccusative requirement.",0,high,"The target verb 'have made' licenses an internal argument (direct object 'them'), which triggers the set_to_0_if condition that vetoes any set_to_1_if conditions.",0,high,The verb 'have made them equal' denotes a punctual change-of-state (transition to equality) without an encoded durative process phase; completion is not built into the predicate's meaning but rather supplied by context.,1,high,"The verb 'have made them equal' denotes a punctual transition into a new state (equality) that occurs at a definable temporal boundary, satisfies the time-point adverbial test ('You have made them equal at that moment'), and does not permit interruption of an ongoing process phase, meeting multiple set_to_1_if criteria for achievement.",0,high,"The verb 'have made them equal' entails a defined result state (equality achieved), which is the outcome that defines its completion, triggering the set_to_0_if condition.",0,high,"The verb 'have made them equal' denotes a change-of-state event (causing them to become equal to us), involving dynamic progression and a bounded result, which triggers the set_to_0_if condition for change-of-state verbs.",0,high,"The clause 'You have made them equal to us' presents an action that actually occurred in the actual world (the workers are complaining about something that really happened), not a counterfactual situation contrary to fact.",0,high,"The target gram 'have made them equal' is not negated; it expresses a realized event without negation markers, negative quantifiers, or 'never', so ClNegPol does not apply.",0,high,"The verb 'have made them equal' entails a change of state (equality status) that results in a persisting condition at reference time, which is explicitly encoded in the predicate meaning, triggering the set_to_0_if condition.",1,high,"The verb 'have made them equal' encodes a transition to a new, contentful condition (equality of status/treatment) that is distinct from the event itself and persists at reference time, satisfying the first set_to_1_if condition.",0,high,"The target verb 'have made them equal' denotes a transition into a new state (making equal) rather than a situation holding continuously over time, and the focus is on the resultant state of equality achieved, not on duration.",1,high,"The clause 'You have made them equal to us' presents a bounded transition event (the action of making equal) as a completed whole with a construed endpoint, fitting the perfective construal.",0,high,"The gram 'have made them equal' is asserted as a realized fact within the speakers' complaint about what has actually occurred, not presented as hypothetical, conditional, future, or desired.",0,high,"The gram 'have made' is formed with present-tense 'have' followed by a past participle 'made', with no modal, future, or progressive marking, matching the set_to_0_if condition for simple present perfect.",0,high,"The grammatical subject 'You' corresponds to the semantic agent (doer), and the grammatical object 'them' corresponds to the semantic patient; this is active voice, not passive voice, lacking the required passive morphology (be/been + past participle or get/got + past participle)."
40020012c,» They said : ‘ The last ones have done only one hour’s work . You have made them equal to us . We have undergone the hard work of the day and the burning heat . ’,have undergone (the hard work...),1,high,"The target verb 'have undergone' introduces an overt grammatical subject ('We') and an overt direct object noun phrase ('the hard work of the day and the burning heat'), satisfying the first 'set_to_1_if' condition.",0,high,"The verb 'undergo' licenses an external argument (the subject 'We') that acts as an agent/experiencer initiating the action of undergoing hardship, and the clause contains a direct object ('the hard work of the day and the burning heat'), triggering set_to_0_if conditions.",0,high,"The target verb 'have undergone' licenses an internal argument (direct object) 'the hard work of the day and the burning heat', which triggers the set_to_0_if condition.",1,high,"The predicate 'have undergone' encodes a durative process phase (experiencing hardship over time) that culminates in a result state (having endured/completed the hard work and heat of the day), meeting the criterion for an accomplishment.",0,high,"The verb 'have undergone' denotes a durative process (enduring hard work and heat over the course of a day) rather than a punctual transition into a new state, and the event unfolds over measurable duration.",0,high,"The verb 'have undergone' denotes a bounded, completed experience with a defined result state (having endured hardship to completion), not a dynamic durative activity without a goal.",0,high,"The verb 'have undergone' denotes a bounded dynamic event involving internal progression and change (experiencing hardship over time), which triggers the set_to_0_if condition for change-of-state and eventive unfolding.",0,high,"The clause 'We have undergone the hard work of the day and the burning heat' presents a situation that actually occurred in the narrative world, with no indication of counterfactuality or conditional structure.",0,high,The target gram 'have undergone' is not negated; it appears in a positive declarative statement asserting that the speakers have experienced the hard work and burning heat.,1,high,"The verb 'have undergone' denotes a bounded activity/process where the focus is on having experienced the hard work and heat as part of the subject's life history, not on a persisting result state.",0,high,"The verb 'have undergone' describes an activity or experience (enduring hard work and heat) without introducing a distinct result state that persists at reference time; it is a bare activity verb similar to 'have read' or 'have worked', not a transition to a new contentful condition.",0,high,"The clause describes a completed bounded event (undergoing hard work and heat during the day) that is presented as finished, not a continuous situation holding to the reference time; the focus is on the transition into the state of having endured hardship rather than on duration itself.",1,high,"The clause 'We have undergone the hard work of the day and the burning heat' presents a bounded, completed transition event (undergoing/experiencing) with a construed endpoint, packaging it as a single accomplished occurrence rather than an ongoing state.",0,high,"The gram 'have undergone' is in present perfect tense asserting a realized fact in the actual world (the speakers have actually experienced the hard work and heat), with no modal, conditional, future, or hypothetical context present.",0,high,"The gram 'have undergone' is formed with present-tense 'have' followed by a past participle ('undergone'), with no modal, future, or progressive marking, matching the set_to_0_if condition for simple present perfect.",0,high,"The grammatical subject 'We' corresponds to the semantic agent (the workers who experienced/endured the hard work), not the semantic patient; 'undergo' is an active verb where the subject is the experiencer/agent, not the affected entity, and there is no passive morphology (no 'been' + past participle)."
40020023,"They said : » We are able . « » Truly , you will take of my cup , « he said . » But to be seated at my right hand and at my left is not for me to give . It is for those for whom it has been prepared by my Father . «",has been prepared,1,high,"The target 'has been prepared' is morphologically passive and licenses both an external argument (agent: 'my Father') realized in a 'by'-phrase and an internal argument (patient: 'it', referring to the seated position), satisfying the passive condition in set_to_1_if.",0,high,"The clause is morphologically passive ('has been prepared by my Father'), and the lexical verb licenses an external argument (the agent 'my Father'), which triggers the set_to_0_if condition.",0,high,"The target verb 'has been prepared' is a passive construction that licenses an internal argument (the implicit theme 'it' referring to the seats), which triggers the set_to_0_if condition requiring assignment of 0.",1,high,"The passive construction 'has been prepared' encodes a durative process of preparation that culminates in a defined result state (the seats being in a prepared/ready condition), satisfying the first 'set_to_1_if' condition.",0,high,"The passive construction 'has been prepared' denotes a durative process of preparation rather than a punctual transition into a new state, and the event can naturally be understood as the completion of an extended preparatory process, triggering the set_to_0_if condition.",0,high,"The verb 'has been prepared' entails a defined result state (a state of being prepared/ready) that is encoded in the meaning of the predicate as its completion, triggering the set_to_0_if condition.",0,high,"The target 'has been prepared' is a passive perfect construction denoting a completed change-of-state event (preparation), which involves dynamic eventive unfolding and an internal boundary, thus failing the stative criteria.",0,high,"The clause 'for whom it has been prepared by my Father' presents a factual situation (that something has been prepared) without any indication of counterfactuality; it is a statement of fact about what exists, not a contrary-to-fact conditional.",0,high,The target gram 'has been prepared' is not negated; the negation in the sentence ('is not for me to give') applies to a different clause and does not negate the eventuality of preparation.,0,high,"The verb 'has been prepared' entails a change of state (seats being prepared/readied for occupation) where that resulting state holds at reference time and is explicitly encoded in the predicate meaning, triggering the set_to_0_if condition.",1,high,"The passive construction 'has been prepared' encodes a transition to a result state (a place/position that is now prepared and ready) that persists at reference time, matching the set_to_1_if criterion for passive verb constructions that encode an event leading to a result state.",0,high,"The clause describes a completed action of preparation by the Father for certain people, focusing on the resultant state rather than a continuous situation holding up to the reference time, and lacks duration adverbials or habitual markers required for DtUniv classification.",1,high,"The clause 'it has been prepared by my Father' presents a bounded passive transition event (preparation as a completed whole) with a construed endpoint, matching the set_to_1_if condition for passive bounded events.",0,high,"The gram 'has been prepared' asserts a realized fact (the preparation is complete and actual) within the speaker's statement about what exists for certain people, with no modal, conditional, future, or hypothetical marking.",0,high,"The gram 'has been prepared' is a simple present passive (present-tense 'has' + 'been' + past participle 'prepared'), which matches the set_to_0_if condition and does not instantiate TLTS.",1,high,"The target 'has been prepared' instantiates passive voice morphology (auxiliary 'have' + 'been' + past participle), the grammatical subject 'it' corresponds to the semantic patient (the thing prepared), and the agent is expressed in the 'by'-phrase ('by my Father')."
40021016,"» Have you any idea what these people are saying ? « Jesus answered : » Yes . It is written , ‘ From the lips of children and babies at the breast you have made your praise complete . ’ «",have made (your praise complete),1,high,"The target verb 'have made' introduces an overt grammatical subject ('you') and an overt direct object noun phrase ('your praise'), satisfying the first 'set_to_1_if' condition.",0,high,"The verb 'have made' licenses an external argument (you) and introduces a direct object (your praise), satisfying the set_to_0_if conditions for transitive verbs with overt objects.",0,high,"The target verb 'have made' licenses an internal argument ('your praise complete'), which is a direct object complement, triggering the set_to_0_if condition.",1,high,"The predicate 'have made your praise complete' encodes a durative process of construction/creation (making) that culminates in a defined result state (praise being complete), satisfying the first 'set_to_1_if' condition for accomplishments.",1,high,"The verb 'have made' denotes a punctual transition into a new result state (praise becoming complete), entailing a definable threshold crossing from incomplete to complete praise, which satisfies the achievement criterion.",0,high,"The verb 'have made' entails a defined result state (praise becoming complete), which is encoded in the meaning of the predicate as the outcome that defines its completion, triggering the set_to_0_if condition.",0,high,"The verb 'have made' denotes a change-of-state event (making praise complete) involving dynamic progression from an incomplete to a complete state, which triggers the set_to_0_if condition for change-of-state and eventive unfolding.",0,high,"The clause 'you have made your praise complete' is a direct quotation from scripture presented as factual statement about what God has done, not a counterfactual condition or result clause.",0,high,The target gram 'have made' is not negated; it appears in a positive declarative statement ('you have made your praise complete') with no negator applying to it.,0,high,"The verb 'have made' entails a change of state (praise becoming complete), and that resulting state holds at the reference time and is explicitly encoded in the predicate meaning, triggering the set_to_0_if condition.",1,high,"The verb 'have made' encodes a transition where praise transitions from incomplete to complete, resulting in a new contentful condition (completeness of praise) that persists at reference time, satisfying the first set_to_1_if condition.",0,high,"The clause describes a discrete bounded event (making praise complete) that represents a transition into a new state rather than a continuous situation holding over time, and lacks duration adverbials or habitual markers.",1,high,"The clause 'you have made your praise complete' presents a bounded transition event (making praise complete) construed as a single completed occurrence with a clear endpoint, matching the perfective profile.",0,high,"The gram 'have made' appears in a direct quotation of scripture ('It is written') asserting a realized fact about praise being made complete, not a modal, conditional, future, or hypothetical construction.",0,high,"The gram 'have made' is formed with present-tense 'have' followed by a past participle 'made', with no modal, future, or progressive marking, matching the set_to_0_if condition for simple present perfect.",0,high,"The grammatical subject 'you' is the semantic agent (doer) performing the action of making praise complete, and 'your praise' is the semantic patient (object affected), making this active voice, not passive voice."
