"verse_id","lang","text"
"11008047","JPN","もし彼らが捕われていった地で、みずから省みて悔い、自分を捕えていった者の地で、あなたに願い、『われわれは罪を犯しました、そむいて悪を行いました』と言い、"
"11008048","ENG","» If they change their attitude toward you in the land of their enemies where they are captives , if they pray to you toward the land that you gave their ancestors , and the city you have chosen , and the temple I have built for your name ,"
"11008048","DEU","und sie bekehren sich zu dir von ganzem Herzen und von ganzer Seele in dem Lande ihrer Feinde , die sie weggeführt haben , und beten zu dir , nach ihrem Lande gewandt , das du ihren Vätern gegeben , nach der Stadt , die du erwählt hast , und nach dem Hause , das ich deinem Namen gebaut habe ,"
"11008048","CMN","如果他们在俘掳他们的仇敌的地方 ， 一心 一 意回转归向你 ， 又向着你赐给他们列祖的地方 ， 向你所拣选的这城 ， 和我为你的名建造的这殿祷告 ，"
"11008048","JPN","自分を捕えていった敵の地で、心をつくし、精神をつくしてあなたに立ち返り、あなたが彼らの先祖に与えられた地、あなたが選ばれた町、わたしがあなたの名のために建てた宮の方に向かって、あなたに祈るならば、"
"11008050","ENG","» Forgive your people , who have sinned against you . Forgive all their wrongs when they rebelled against you . Cause those who captured them to have mercy on them ."
"11008050","DEU","und wollest deinem Volke vergeben , was sie an dir gesündigt , und alle ihre Übertretungen , die sie wider dich begangen haben , und sie Erbarmen finden lassen bei denen , die sie gefangenhalten , dass sie sich ihrer erbarmen ;"
"11008050","CMN","赦免得罪了你的子民 ， 又赦免他们冒犯你的 一 切过犯 ， 使他们在掳他们的人面前蒙怜悯。"
"11008050","JPN","あなたの民が、あなたに対して犯した罪と、あなたに対して行ったすべてのあやまちをゆるし、彼らを捕えていった者の前で、彼らにあわれみを得させ、その人々が彼らをあわれむようにしてください。"
"11008054","ENG","When Solomon finished praying this prayer for mercy to Jehovah , he stood in front of Jehovah’s altar , where he had been kneeling with his hands stretched out toward heaven ."
"11008054","DEU","Als nun Salomo mit seinem Beten und Flehen zum Herrn zu Ende war , erhob er sich von seinem Platz vor dem Altar des Herrn , wo er gekniet hatte , die Hände gen Himmel gebreitet ,"
"11008054","CMN","所罗门在耶和华的祭坛前屈膝下跪 ， 向天伸开双手 ， 向耶和华献完了这 一 切祷告和恳求以后 ， 就起来 ，"
"11008054","JPN","ソロモンはこの祈と願いをことごとく主にささげ終ると、それまで天に向かって手を伸べ、ひざまずいていた主の祭壇の前から立ちあがり、"
"11008056","ENG",""" THANKS TO JEHOVAH ! He has given his people Israel rest , as he has promised . None of the good promises he made through his servant Moses has failed to come true ."
"11008056","DEU","Gepriesen sei der Herr , der seinem Volke Israel Ruhe verliehen , ganz wie er verheissen hat ! Von all den Verheissungen , die er durch seinen Knecht Mose gegeben , ist nicht eine unerfüllt geblieben ."
"11008056","CMN","“耶和华是应当称颂的。他照着自己 一 切所应许的 ， 赐安息给他的子民以色列人。借着他的仆人摩西所应许 一 切美好的话 ， 一句都没有落空。"
"11008056","JPN","「主はほむべきかな。主はすべて約束されたように、その民イスラエルに太平を賜わった。そのしもべモーセによって仰せられたその良き約束は皆一つもたがわなかった。"
"11008059","ENG","» May these words I have prayed to Jehovah be near Jehovah our God day and night . Then he will give his people Israel and me justice every day as it is needed ."
"11008059","DEU","Und dies mein Flehen , mit dem ich dem Herrn genaht , möge dem Herrn , unserm Gotte , gegenwärtig sein bei Tag und bei Nacht , dass er Recht schaffe seinem Knechte und seinem Volke Israel , wie jeglicher Tag es erfordert ,"
"11008059","CMN","愿我在耶和华面前恳求的这些话 ， 昼夜都不离耶和华我们的 神 ， 好使他天天为他仆人和他的子民以色列人主持公道 ，"
"11008059","JPN","主の前にわたしが述べたこれらの願いの言葉が、日夜われわれの神、主に覚えられるように。そして主は日々の事に、しもべを助け、主の民イスラエルを助けられるように。"
"11008065","ENG","At that time Solomon and all Israel celebrated the festival . A large crowd had come from the territory between the border of Hamath and the River of Egypt to be near Jehovah our God for seven days ."
"11008065","DEU","So beging Salomo damals das Fest und ganz Israel mit ihm , eine grosse Versammlung ( aus dem ganzen Lande ) von Hamath an bis an den Bach Ägyptens , vor dem Herrn , unserm Gott , sieben Tage lang ."
"11008065","CMN","那时所罗门与从哈马口直到埃及小河的以色列人 ， 都在耶和华我们的 神面前举行盛大的集会 ， 守节七天 ， 又七天 ， 一共十四天。"
"11008065","JPN","その時ソロモンは七日の間われわれの神、主の前に祭を行った。ハマテの入口からエジプトの川に至るまでのすべてのイスラエルびとの大いなる会衆が彼と共にいた。"
"11008066","ENG","On the eighth day he dismissed the people . They blessed the king and went to their tents . They rejoiced with cheerful hearts for all the blessings Jehovah had given his servant David and his people Israel ."
"11008066","DEU","Am achten Tage aber entliess er das Volk ; und sie nahmen Abschied vom Könige und zogen nach Hause , fröhlich und wohlgemut ob all des Guten , das der Herr an seinem Knechte David und an seinem Volke Israel getan hatte ."
"11008066","CMN","到了第八天 ， 王遣散了众人 ； 众人都祝福过王以后 ， 就高高兴兴地回自己的家去。他们因为看见耶和华向他仆人大卫和他子民以色列所施的 一 切恩惠 ， 心中都感到欢喜。"
"11008066","JPN","八日目にソロモンは民を帰らせた。民は王を祝福し、主がそのしもべダビデと、その民イスラエルとに施されたもろもろの恵みを喜び、心に楽しんでその天幕に帰って行った。"
"11009002","ENG","Jehovah came to him again in a vision just as he had done at Gibeon ."
"11009002","DEU","da erschien ihm der Herr zum zweiten Male , wie er ihm zu Gibeon erschienen war ."
"11009002","CMN","耶和华就第二次向所罗门显现 ， 像先前在基遍向他显现 一 样。"
"11009002","JPN","主はかつてギベオンでソロモンに現れられたように再び現れて、"
"11009003","ENG","Jehovah said : » I have heard your prayers and your supplication you made . I have made this house holy . I put my name there forever . My eyes and my heart will be there at all times ."
"11009003","DEU","Und der Herr sprach zu ihm : Ich habe dein Gebet erhört und das Flehen , mit dem du mir genaht bist . Ich habe dieses Haus , das du gebaut hast , zu meinem Heiligtum gemacht , dass ich meinen Namen darin wohnen lasse immerdar , und meine Augen und mein Herz sollen daselbst sein allezeit ."
"11009003","CMN","耶和华对他说 ： “你在我面前所作的祷告和恳求 ， 我都已经听见了。你建造的这殿 ， 我已经把它分别为圣 ， 要使我的名永远留在那里 ； 我的眼和我的心也必常在那里。"
"11009003","JPN","彼に言われた、「あなたが、わたしの前に願った祈と願いとを聞いた。わたしはあなたが建てたこの宮を聖別して、わたしの名を永久にそこに置く。わたしの目と、わたしの心は常にそこにあるであろう。"
"11009004","ENG","» As for you , if you will walk before me , as David your father did , uprightly and with a true heart , doing what I have given you orders to do , keeping my laws and my decisions ;"
"11009004","DEU","Wenn du nun vor mir wandelst , wie dein Vater David gewandelt ist , in Lauterkeit des Herzens und Aufrichtigkeit , sodass du alles tust , was ich dir geboten habe , und meine Satzungen und Rechte hältst ,"
"11009004","CMN","至于你 ， 如果你像你父亲大卫那样 ， 存诚实和正直的心在我面前行事为人 ， 遵行我 一 切所吩咐你的 ， 谨守我的律例和典章 ，"
"11009004","JPN","あなたがもし、あなたの父ダビデが歩んだように全き心をもって正しくわたしの前に歩み、すべてわたしが命じたようにおこなって、わたしの定めと、おきてとを守るならば、"
"11009006","ENG","» But if you turn from my ways , you or your children , and do not keep my orders and my laws which I have put before you , but go and make yourselves servants to other gods and give them worship :"
"11009006","DEU","Wenn ihr euch aber von mir abwendet , ihr und eure Kinder , und meine Gebote und Satzungen , die ich euch gegeben habe , nicht haltet , sondern hingeht und andern Göttern dient und sie anbetet ,"
"11009006","CMN","你们或是你们的子孙 ， 若是转去不跟从我 ， 不遵守我赐给你们的诫命和律例 ， 去事奉别的神 ， 敬拜他们 ，"
"11009006","JPN","しかし、あなたがた、またはあなたがたの子孫がそむいてわたしに従わず、わたしがあなたがたの前に置いた戒めと定めとを守らず、他の神々に行って、それに仕え、それを拝むならば、"
"11009007","ENG","» I will have Israel cut off from the land I gave them . I will abandon this house even though I have made it holy for myself . I will put you out of my sight . Israel will be a public example , and a word of shame among all peoples ."
"11009007","DEU","so werde ich Israel ausrotten aus dem Lande , das ich ihnen gegeben habe , und das Haus , das ich meinem Namen geweiht habe , von meinem Angesicht verwerfen , und Israel soll zum Sprichwort und zum Spotte werden unter allen Völkern ."
"11009007","CMN","我就必把以色列人从我赐给他们的这地上剪除 ， 甚至为自己的名分别为圣的这殿 ， 我也必从我面前把它丢弃不顾 ， 使以色列人在万族中成为笑谈和讥笑的对象。"
"11009007","JPN","わたしはイスラエルを、わたしが与えた地のおもてから断つであろう。またわたしの名のために聖別した宮をわたしの前から投げすてるであろう。そしてイスラエルはもろもろの民のうちにことわざとなり、笑い草となるであろう。"
"11009008","ENG","This house will become a mass of broken walls . Everyone who goes by will be overcome with wonder at it and make whistling sounds . They will say : Why has Jehovah done this to this land and to this house ?"
"11009008","DEU","Und dieses Haus wird zu einem Trümmerhaufen werden , und jeder , der daran vorübergeht , wird sich entsetzen und spotten ; und wenn man fragt : "" Warum hat der Herr diesem Lande und diesem Hause solches angetan ? """
"11009008","CMN","这巍峨的殿必成为废墟 ， 经过的人都必惊讶 ， 取笑说 ： 耶和华为什么向这地和这殿这样作啊？"
"11009008","JPN","かつ、この宮は荒塚となり、そのかたわらを過ぎる者は皆驚き、うそぶいて『なにゆえ、主はこの地と、この宮とにこのようにされたのか』と言うであろう。"
"11009009","ENG","» ‘ The answer will be : ‘ Because they turned away from Jehovah their God . The one who took their fathers out of the land of Egypt . They took for themselves other gods and gave them worship and became their servants : that is why Jehovah has sent this evil on them . ’ «"
"11009009","DEU","so wird man antworten : "" Weil sie den Herrn , ihren Gott , der ihre Väter aus dem Lande Ägypten herausgeführt hat , verlassen und sich an andere Götter gehalten , sie angebetet und ihnen gedient haben , darum hat der Herr all dieses Unglück über sie gebracht . """
"11009009","CMN","人要回答说 ： 是因为他们离弃了那把他们的列祖从埃及地领出来的耶和华他们的 神 ， 去亲近别的神 ， 敬拜他们 ， 事奉他们 ， 因此耶和华使这 一 切灾祸临到他们。’”"
"11009009","JPN","その時人々は答えて『彼らは自分の先祖をエジプトの地から導き出した彼らの神、主を捨てて、他の神々につき従い、それを拝み、それに仕えたために、主はこのすべての災を彼らの上に下したのである』と言うであろう」。"
"11009011","ENG","Hiram , king of Tyre , had given Solomon cedar-trees and cypress-trees and gold , as much as he needed . King Solomon gave Hiram twenty towns in the land of Galilee ."
"11009011","DEU","Hiram , der König von Tyrus , hatte Salomo Zedern-und Zypressenholz und Gold , soviel er haben wollte , dazu geliefert - , damals trat König Salomo dem Hiram zwanzig Städte in der Landschaft Galiläa ab ."
"11009011","CMN","因为推罗王希兰曾照着所罗门所喜爱的 ， 以香柏木、松木和金子帮助他 ， 于是所罗门王把加利利地的二十座城给了希兰。"
"11009011","JPN","ツロの王ヒラムがソロモンの望みに任せて香柏と、いとすぎと、金とを供給したので、ソロモン王はガリラヤの地の町二十をヒラムに与えた。"
"11009012","ENG","But when Hiram came from Tyre to see the towns that Solomon had given him , he was not pleased with them ."
"11009012","DEU","Als aber Hiram von Tyrus auszog , die Städte zu besehen , die ihm Salomo gegeben hatte , gefielen sie ihm nicht ,"
"11009012","CMN","希兰从推罗出来 ， 看看所罗门给他的这些城。他不喜欢这些城 ，"
"11009012","JPN","しかしヒラムがツロから来て、ソロモンが彼に与えた町々を見たとき、それらは彼の気にいらなかったので、"
"11009013","ENG","He said : » What sort of towns are these you have given me , my brother ? « So they were named the land of Cabul , to this day ."
"11009013","DEU","und er sprach : Was sind das für Städte , die du mir da gegeben hast , mein Bruder ? Daher nennt man sie "" Land Kabul "" bis auf diesen Tag ."
"11009013","CMN","他说 ： “我的兄弟啊 ， 这些就是你送给我的城吗？”于是他给这些城起名叫迦步勒 ， 直到今日。"
"11009013","JPN","彼は、「兄弟よ、あなたがくださったこれらの町々は、いったいなんですか」と言った。それで、そこは今日までカブルの地と呼ばれている。"
"11009020","ENG","Solomon used the descendants of the people of Canaan whom the Israelites had not killed when they took possession of their land as his forced labor . These included Amorites , Hittites , Perizzites , Hivites , and Jebusites ."
"11009020","DEU","alles Volk , das noch übrig war von den Amoritern , Hethitern , Pheresitern , Hewitern und Jebusitern , die nicht zu den Israeliten gehörten ;"
"11009020","CMN","所有亚摩利人、赫人、比利洗人、希未人和耶布斯人余下的人 ， 他们不是以色列人。"
"11009020","JPN","すべてイスラエルの子孫でないアモリびと、ヘテびと、ペリジびと、ヒビびと、エブスびとの残った者、"
"11009024","ENG","Solomon filled in the land on the east side of the city , after his wife , the daughter of the king of Egypt , had moved from David's City to the palace Solomon built for her ."
"11009024","DEU","Sobald die Tochter des Pharao aus der Davidsstadt in das Haus hinaufgezogen war , das er für sie gebaut hatte , baute er das Millo ."
"11009024","CMN","法老的女儿从大卫城搬到所罗门为她建造的宫里以后 ， 所罗门才重建米罗。"
"11009024","JPN","パロの娘はダビデの町から上って、ソロモンが彼女のために建てた家に住んだ。その時ソロモンはミロを建てた。"
"11009025","ENG","Three times a year Solomon offered burnt offerings and fellowship offerings on the altar he had built to Jehovah . He also burned incense to Jehovah . He finished building the Temple ."
"11009025","DEU","Salomo opferte dreimal im Jahre Brandopfer und Heilsopfer auf dem Altar , den er dem Herrn gebaut hatte , und räucherte vor dem Herrn , und er vollendete den Tempel ."
"11009025","CMN","所罗门每年三次在他为耶和华建造的祭坛上献上燔祭和平安祭 ； 又在耶和华面前的坛上烧香 ， 这样 ， 他完成了建殿的工程。"
"11009025","JPN","ソロモンは主のために築いた祭壇の上に年に三度燔祭と酬恩祭をささげ、また主の前に香をたいた。こうしてソロモンは宮を完成した。"
"11010004","ENG","When the queen of Sheba perceived all the Wisdom of Solomon , the house that he had built ,"
"11010004","DEU","Als aber die Königin von Saba all die Weisheit Salomos sah und den Palast , den er gebaut hatte ,"
"11010004","CMN","示巴女王看见所罗门的 一 切智慧和他建造的宫殿、"
"11010004","JPN","シバの女王はソロモンのもろもろの知恵と、ソロモンが建てた宮殿、"
"11010009","ENG","» Praise Jehovah your God ! He delighted in you and made you king of Israel . Jehovah’s love for Israel is long lasting , he has made you king , to be their judge in righteousness . «"
"11010009","DEU","Gepriesen sei der Herr , dein Gott , der Wohlgefallen an dir gefunden , sodass er dich auf den Thron Israels gesetzt hat ! Weil der Herr Israel liebhat immerdar , darum hat er dich zum König eingesetzt , dass du Recht und Gerechtigkeit übest ."
"11010009","CMN","耶和华你的 神是应当称颂的 ！ 他喜悦你 ， 使你坐在以色列的王位上 ； 因为耶和华永远喜爱以色列 ， 所以立你作王 ， 要你秉行公义。”"
"11010009","JPN","あなたの神、主はほむべきかな。主はあなたを喜び、あなたをイスラエルの位にのぼらせられました。主は永久にイスラエルを愛せられるゆえ、あなたを王として公道と正義とを行わせられるのです」。"
"11010012","ENG","With the sandalwood possibly the algum tree the king made supports for Jehovah’s Temple and the royal palace , and lyres and harps for the singers . Never again was sandalwood like this imported into Israel , nor has any been seen there to this day ."
"11010012","DEU","Und der König liess aus dem Sandelholz Geländer machen für den Tempel des Herrn und für den Königspalast und Lauten und Harfen für die Sänger ; so viel Sandelholz ist nie mehr ins Land gekommen noch gesehen worden bis auf diesen Tag ."
"11010012","CMN","王用檀香木为耶和华的殿和王宫做栏杆 ， 又为歌唱的做琴瑟。以后再也没有这样的檀香木运来 ， 也没有人看见过 ， 直到今日。"
"11010012","JPN","王はびゃくだんの木をもって主の宮と王の宮殿のために壁柱を造り、また歌う人々のために琴と立琴とを造った。このようなびゃくだんの木は、かつてきたこともなく、また今日まで見たこともなかった。"
"11010024","ENG","They came from all over the earth to see Solomon and to listen to his wisdom , which God had put in his heart ."
"11010024","DEU","Und alle Welt begehrte Salomo zu sehen , um seine Weisheit zu hören , die ihm Gott ins Herz gelegt hatte ."
"11010024","CMN","世上所有的君王都要求晋见所罗门 ， 聆听 神赋予他心中的智慧。"
"11010024","JPN","全地の人々は神がソロモンの心に授けられた知恵を聞こうとしてソロモンに謁見を求めた。"
"11011004","ENG","When Solomon was old he allowed his heart to be turned away to other gods by his wives . His heart was no longer true to Jehovah his God as the heart of his father David had been ."
"11011004","DEU","Als Salomo alt war , verführten ihn seine Frauen , dass er andern Göttern diente , und sein Herz gehörte nicht mehr so ungeteilt dem Herrn , seinem Gott , wie das Herz seines Vaters David ."
"11011004","CMN","所罗门年老的时候 ， 他的妃嫔诱惑他的心偏离了 神去随从别的神。他的心不像他的父亲大卫那样完全归于耶和华他的 神。"
"11011004","JPN","ソロモンが年老いた時、その妻たちが彼の心を転じて他の神々に従わせたので、彼の心は父ダビデの心のようには、その神、主に真実でなかった。"
"11011009","ENG","Jehovah was angry with Solomon . This is because his heart turned away from Jehovah , the God of Israel , who had twice come to him in a vision ."
"11011009","DEU","Der Herr aber wurde zornig über Salomo , weil er sein Herz abgewandt von dem Herrn , dem Gott Israels , der ihm zweimal erschienen war"
"11011009","CMN","耶和华向所罗门发怒 ， 因为他的心偏离了曾经两次向他显现的耶和华以色列的 神。"
"11011009","JPN","このようにソロモンの心が転じて、イスラエルの神、主を離れたため、主は彼を怒られた。すなわち主がかつて二度彼に現れ、"
"11011010","ENG","Jehovah had given him orders about this very thing that he was not to go after other gods . But he did not obey the orders of Jehovah ."
"11011010","DEU","und der ihm gerade das geboten hatte , nicht andern Göttern anzuhangen ; aber er hatte nicht gehalten , was der Herr geboten ."
"11011010","CMN","耶和华为了这事曾经吩咐他 ， 不可随从别的神 ， 可是他没有遵守耶和华吩咐的。"
"11011010","JPN","この事について彼に、他の神々に従ってはならないと命じられたのに、彼は主の命じられたことを守らなかったからである。"
"11011011","ENG","So Jehovah said to Solomon : » Because you have done this , and have not kept the agreement and laws I gave you , I will take the kingdom away from you by force and will give it to your servant ."
"11011011","DEU","Darum sprach der Herr zu Salomo : Weil du dir solches hast zuschulden kommen lassen und meinen Bund und meine Satzungen , die ich dir auferlegt habe , nicht gehalten hast , so will ich dir das Reich entreissen und es deinem Knechte geben ."
"11011011","CMN","耶和华对所罗门说 ： “你既然作了这事 ， 不遵守我吩咐你的约和律例 ， 我必夺去你的国 ， 把国赐给你的 一 个臣子。"
"11011011","JPN","それゆえ、主はソロモンに言われた、「これがあなたの本心であり、わたしが命じた契約と定めとを守らなかったので、わたしは必ずあなたから国を裂き離して、それをあなたの家来に与える。"
"11011015","ENG","When David had sent destruction on Edom , and Joab , the commander of the army went to bury the dead . They put to death every male in Edom ."
"11011015","DEU","Als nämlich David die Edomiter geschlagen hatte und der Feldhauptmann Joab hinaufzog , die Erschlagenen zu begraben , und alles , was männlich war in Edom , niedermachte -"
"11011015","CMN","从前大卫击败以东 ， 元帅约押上去埋葬阵亡的人的时候 ， 就把以东所有的男人都杀了。"
"11011015","JPN","さきにダビデはエドムにいたが、軍の長ヨアブが上っていって、戦死した者を葬り、エドムの男子をことごとく打ち殺した時、"
"11011016","ENG","Joab and all Israel stayed there six months until they had destroyed every male in Edom ."
"11011016","DEU","denn sechs Monate blieb Joab mit ganz Israel dort , bis er alles ausgerottet hatte , was männlich war in Edom - ,"
"11011016","CMN","约押和以色列人在那里住了六个月 ， 直到把以东所有的男人都除灭了。"
"11011016","JPN","ヨアブはイスラエルの人々と共に六か月そこにとどまって、エドムの男子をことごとく断った）。"
"11011021","ENG","When the news reached Hadad in Egypt that David had died and that Joab the commander of the army was dead , Hadad said to the king : » Let me go back to my own country . «"
"11011021","DEU","Als nun Hadad in Ägypten hörte , dass David sich zu seinen Vätern gelegt habe und dass der Feldhauptmann Joab tot sei , sprach er zum Pharao : Entlasse mich , dass ich in mein Land ziehe !"
"11011021","CMN","后来哈达在埃及听说大卫已经与他的列祖同睡 ， 元帅约押也死了 ， 哈达就对法老说 ： “求你容我离去 ， 我好回到本国去。”"
"11011021","JPN","さてハダデはエジプトで、ダビデがその先祖と共に眠ったことと、軍の長ヨアブが死んだことを聞いたので、ハダデはパロに言った、「わたしを去らせて、国へ帰らせてください」。"
"11011022","ENG","» Why ? « The king asked . » Have I failed to give you something ? Is that why you want to go back home ? « Hadad answered : » Just let me go . « He went back to his country . As king of Edom , Hadad was an evil , bitter enemy of Israel ."
"11011022","DEU","Der Pharao sprach zu ihm : Was mangelt dir bei mir , dass du in dein Land ziehen willst ? Er sprach : Nicht doch ! Aber lass mich ziehen !"
"11011022","CMN","法老问他 ： “你在我这里有什么欠缺 ， 竟要回到你本国去呢？”他回答 ： “没有什么欠缺 ， 只求你无论如何让我离开。”"
"11011022","JPN","パロは彼に言った、「わたしと共にいて、なんの不足があって国へ帰ることを求めるのですか」。彼は言った、「ただ、わたしを帰らせてください」。"
"11011023","ENG","God also caused Rezon son of Eliada to turn against Solomon . Rezon had fled from his master , King Hadadezer of Zobah ,"
"11011023","DEU","Gott liess ihm auch einen Widersacher erstehen in Reson , dem Sohne Eljadas , der von seinem Herrn Hadad-Eser , dem König von Zoba , weggeflohen war ."
"11011023","CMN","神又兴起 一 个人敌挡所罗门 ， 就是以利亚大的儿子利逊。他是从他主人琐巴王哈大底谢那里逃出来的。"
"11011023","JPN","神はまたエリアダの子レゾンを起してソロモンの敵とされた。彼はその主人ゾバの王ハダデゼルのもとを逃げ去った者であった。"
"11011024","ENG","and had become the leader of a gang of outlaws . This happened after David defeated Hadadezer and slaughtered his Syrian allies . Rezon and his gang lived in Damascus , where his followers made him king of Syria ."
"11011024","DEU","Der sammelte Männer um sich und wurde Anführer einer Streifschar ; dann nahm er Damaskus ein , setzte sich darin fest und wurde König über Damaskus ."
"11011024","CMN","大卫击杀琐巴人的时候 ， 利逊招聚了 一 些人 ， 自己作了这些土匪的领袖。他前往大马士革 ， 住在那里 ， 又在大马士革作王。"
"11011024","JPN","ダビデがゾバの人々を殺した後、彼は人々を自分のまわりに集めて略奪隊の首領となった。彼らはダマスコへ行って、そこに住み、ダマスコで彼を王とした。"
"11011032","ENG","» ‘ But one tribe will be his because of my servant David , and because of Jerusalem . Out of the tribes of Israel he will have the town I have made mine ."
"11011032","DEU","aber den einen Stamm soll er haben , um meines Knechtes David und um Jerusalems willen , der Stadt , die ich aus allen Stämmen Israels erwählt habe -"
"11011032","CMN","但是为了我的仆人大卫和为了我从以色列众支派中所拣选的耶路撒冷的缘故 ， 所罗门仍然可以拥有 一 个支派。"
"11011032","JPN","ただし彼はわたしのしもべダビデのために、またわたしがイスラエルのすべての部族のうちから選んだ町エルサレムのために、一つの部族をもつであろう）。"
"11011033","ENG","» ‘ I am going to do this because Solomon has rejected me and has worshiped foreign gods . Astarte , the goddess of Sidon ; Chemosh , the god of Moab ; and Molech , the god of Ammon . Solomon disobeyed me . He has done wrong ! He has not obeyed my laws and commands as his father David did ."
"11011033","DEU","darum , weil er mich verlassen und Astarte , die Göttin der Sidonier , Kamos , den Gott der Moabiter , und Milkom , den Gott der Ammoniter , angebetet hat , weil er nicht wie sein Vater David in meinen Wegen gewandelt ist , noch getan hat nach meinem Wohlgefallen , nach meinen Satzungen und Rechten ."
"11011033","CMN","因为他们离弃了我 ， 去敬拜西顿人的女神亚斯他录、摩押人的神基抹和亚扪人的神米勒公 ， 没有遵行我的道 ， 行我眼中看为正的事 ， 谨守我的律例典章 ， 像他的父亲大卫 一 样。"
"11011033","JPN","それは彼がわたしを捨てて、シドンびとの女神アシタロテと、モアブの神ケモシと、アンモンの人々の神ミルコムを拝み、父ダビデのように、わたしの道に歩んで、わたしの目にかなう事を行い、わたしの定めと、おきてを守ることをしなかったからである。"
"11011036","ENG","» ‘ I will let Solomon's son keep one tribe . That way I will always have a descendant of my servant David ruling in Jerusalem , the city I have chosen as the place where I am worshiped ."
"11011036","DEU","seinem Sohne will ich einen einzigen Stamm geben , dass meinem Knechte David immerdar eine Leuchte vor mir bleibe in Jerusalem , der Stadt , die ich mir erwählt habe , dass ich meinen Namen daselbst wohnen lasse ."
"11011036","CMN","至于所罗门的儿子 ， 我要给他 一 个支派 ， 好使我的仆人大卫在我所拣选立我名的城耶路撒冷 ， 在我面前常常有灯光。"
"11011036","JPN","その子には一つの部族を与えて、わたしの名を置くために選んだ町エルサレムで、わたしのしもべダビデに、わたしの前に常に一つのともしびを保たせるであろう。"
"11011038","ENG","» ‘ If you obey me completely I will always be with you . You must live by my laws , and win my approval by doing what I command , as my servant David did . I will make you king of Israel and will make sure that your descendants rule after you , just as I have done for David ."
"11011038","DEU","Wirst du nun auf alles hören , was ich dir gebiete , und in meinen Wegen wandeln und tun , was mir wohlgefällt , indem du meine Satzungen und Gebote hältst , wie mein Knecht David es getan , so will ich mit dir sein und dir ein dauerndes Haus bauen , wie ich es David gebaut habe , und will dir Israel geben ;"
"11011038","CMN","你若是听从我吩咐你的 一 切 ， 遵行我的道 ， 行我看为正的事 ， 谨守我的律例诫命 ， 像我的仆人大卫所行的 一 样 ， 我就与你同在 ， 为你建立 一 个巩固的朝代 ， 像我为大卫建立的 一 样 ， 并且我要把以色列赐给你。"
"11011038","JPN","もし、あなたが、わたしの命じるすべての事を聞いて、わたしの道に歩み、わたしの目にかなう事を行い、わたしのしもべダビデがしたように、わたしの定めと戒めとを守るならば、わたしはあなたと共にいて、わたしがダビデのために建てたように、あなたのために堅固な家を建てて、イスラエルをあなたに与えよう。"
"11012006","ENG","Then King Rehoboam consulted elders who had been with Solomon his father when he was living . He said : » In your opinion , what answer am I to give to these people ? «"
"11012006","DEU","Und König Rehabeam hielt Rat mit den Alten , die seinem Vater Salomo zu dessen Lebzeiten gedient hatten , und fragte sie : Wie ratet ihr mir , diesem Volke zu antworten ?"
"11012006","CMN","罗波安王请教他父亲所罗门在世的时候 ， 侍立在他面前的长老说 ： “你们给我出个主意 ， 我应该怎样回答这民呢？”"
"11012006","JPN","レハベアム王は父ソロモンの存命中ソロモンに仕えた老人たちに相談して言った、「この民にどう返答すればよいと思いますか」。"
"11012015","ENG","The king did not listen to the people . This came about by Jehovah’s purpose , so that what he had said by Ahijah the Shilonite to Jeroboam , son of Nebat , might be fulfilled ."
"11012015","DEU","Also hörte der König nicht auf das Volk ; denn es war so von dem Herrn gefügt , damit er das Wort erfülle , das er durch Ahia von Silo zu Jerobeam , dem Sohne Nebats , geredet hatte ."
"11012015","CMN","王不肯听从民众的请求 ， 因为这个转变是出于耶和华 ， 为要应验他借示罗人亚希雅对尼八的儿子耶罗波安所说的话。"
"11012015","JPN","このように王は民の言うことを聞きいれなかった。これはかつて主がシロびとアヒヤによって、ネバテの子ヤラベアムに言われた言葉を成就するために、主が仕向けられた事であった。"
"11012019","ENG","Israel has been in rebellion against the house of David to this day ."
"11012019","DEU","So fiel Israel ab vom Hause Davids bis auf diesen Tag ."
"11012019","CMN","这样 ， 以色列人背叛了大卫家 ， 直到今日。"
"11012019","JPN","こうしてイスラエルはダビデの家にそむいて今日に至った。"
"11012020","ENG","When all Israel heard that Jeroboam had come back , they requested a meeting of the people . At that meeting they made him king over Israel . There was none who followed the house of David except the tribe of Judah ."
"11012020","DEU","Als nun ganz Israel hörte , dass Jerobeam zurückgekommen sei , sandten sie hin und liessen ihn in die Volksversammlung rufen und machten ihn zum König über ganz Israel ; und niemand hielt zum Hause Davids als allein der Stamm Juda ."
"11012020","CMN","以色列众人听说耶罗波安回来了 ， 就派人去请他到会众面前 ， 立他作以色列的王 ； 除了犹大支派以外 ， 没有跟随大卫家的。"
"11012020","JPN","イスラエルは皆ヤラベアムの帰ってきたのを聞き、人をつかわして彼を集会に招き、イスラエルの全家の上に王とした。ユダの部族のほかはダビデの家に従う者がなかった。"
"11012024","ENG","» ‘ Do not attack the people of Israel , your own relatives . All of you go home . What has happened is my will . ’ « They all obeyed Jehovah’s command and went home ."
"11012024","DEU","So spricht der Herr : Ihr sollt nicht hinziehen und mit euren Brüdern , den Israeliten , kämpfen . Ein jeder gehe wieder heim ; denn durch mich ist es so gefügt worden . Als sie das Wort des Herrn hörten , kehrten sie um und zogen ab , wie der Herr befahl ."
