TokenID,Lang,Target,Text,ENGGram
42001062,DEU,,"Sie winkten aber seinem Vater , wie er wolle , dass er heissen sollte .",
42001062,CMN,,他们就向孩子的父亲打手式 ， 看他要叫他什么。,
42001062,JPN,,そして父親に、どんな名にしたいのですかと、合図で尋ねた。,
42001068a,ENG,has visited,"» Blessed be Jehovah , the God of Israel . He has visited his people and brought them redemption .","present, participle"
42001068a,DEU,,""" Gepriesen sei der Herr , der Gott Israels "" ; denn er hat sich seines Volkes angenommen und ihm Erlösung bereitet",
42001068a,CMN,,“主 ， 以色列的 神 ， 是应当称颂的 ， 因他眷顾自己的子民 ， 施行救赎 ，,
42001068a,JPN,,「主なるイスラエルの神は、ほむべきかな。神はその民を顧みてこれをあがない、,
42001068b,ENG,[has] brought (redemption),"» Blessed be Jehovah , the God of Israel . He has visited his people and brought them redemption .","present, participle"
42001068b,DEU,,""" Gepriesen sei der Herr , der Gott Israels "" ; denn er hat sich seines Volkes angenommen und ihm Erlösung bereitet",
42001068b,CMN,,“主 ， 以色列的 神 ， 是应当称颂的 ， 因他眷顾自己的子民 ， 施行救赎 ，,
42001068b,JPN,,「主なるイスラエルの神は、ほむべきかな。神はその民を顧みてこれをあがない、,
42002015,ENG,that has happened,"The angels went away from them into heaven . Then the shepherds said to one another , » Let us go to Bethlehem and see this thing that has happened , which God told us about . «","present, participle"
42002015,DEU,,"Und es begab sich , als die Engel von ihnen gen Himmel gefahren waren , da sprachen die Hirten zueinander : Lasset uns doch nach Bethlehem hingehen und diese Sache sehen , die geschehen ist und die der Herr uns kundgetan hat .",
42002015,CMN,,众天使离开他们升天去了 ， 那些牧人彼此说 ： “我们往伯利恒去 ， 看看主所指示我们已经成就的事。”,
42002015,JPN,,御使たちが彼らを離れて天に帰ったとき、羊飼たちは「さあ、ベツレヘムへ行って、主がお知らせ下さったその出来事を見てこようではないか」と、互に語り合った。,
42002017,ENG,had heard,As soon as they saw it they told what they had heard about the child .,"past, participle"
42002017,DEU,,"Als sie es aber gesehen hatten , machten sie das Wort kund , das ihnen über dieses Kind gesagt worden war .",
42002017,CMN,,他们见过以后 ， 就把天使对他们论这孩子的话传开了。,
42002017,JPN,,彼らに会った上で、この子について自分たちに告げ知らされた事を、人々に伝えた。,
42002020a,ENG,had heard,"The shepherds returned , glorifying and praising God for all the things that they had heard and seen .","past, participle"
42002020a,DEU,,"Und die Hirten kehrten zurück und priesen und lobten Gott für alles , was sie gehört und gesehen hatten , wie es ihnen gesagt worden war .",
42002020a,CMN,,牧人因为听见的和看见的 ， 正像天使对他们所说的 一 样 ， 就回去了 ， 把荣耀赞美归与 神。,
42002020a,JPN,,羊飼たちは、見聞きしたことが何もかも自分たちに語られたとおりであったので、神をあがめ、またさんびしながら帰って行った。,
42002020b,ENG,[had] seen,"The shepherds returned , glorifying and praising God for all the things that they had heard and seen .","past, participle"
42002020b,DEU,,"Und die Hirten kehrten zurück und priesen und lobten Gott für alles , was sie gehört und gesehen hatten , wie es ihnen gesagt worden war .",
42002020b,CMN,,牧人因为听见的和看见的 ， 正像天使对他们所说的 一 样 ， 就回去了 ， 把荣耀赞美归与 神。,
42002020b,JPN,,羊飼たちは、見聞きしたことが何もかも自分たちに語られたとおりであったので、神をあがめ、またさんびしながら帰って行った。,
42002030,ENG,have seen,» My eyes have seen your salvation .,"present, participle"
42002030,DEU,,"denn meine Augen haben dein Heil gesehen ,",
42002030,CMN,,因我的眼睛已经看见你的救恩 ，,
42002030,JPN,,わたしの目が今あなたの救を見たのですから。,
42002037,ENG,had been a widow,She had been a widow eighty-four years . She never left the temple . She worshipped and fasted with supplications day and night .,"past, participle"
42002037,DEU,,und war Witwe bis zum Alter von 84 Jahren ; die wich nicht vom Tempel und diente Gott mit Fasten und Beten Tag und Nacht .,
42002037,CMN,,就寡居了 ， 直到八十四岁（“就寡居了 ， 直到八十四岁”或译 ： “就寡居了八十四年”）。她没有离开过圣殿 ， 以禁食和祷告昼夜事奉主。,
42002037,JPN,,その後やもめぐらしをし、八十四歳になっていた。そして宮を離れずに夜も昼も断食と祈とをもって神に仕えていた。,
42002039,ENG,had accomplished (all things),"When they had accomplished all things that were according to the law of God they returned to Galilee , to their own city Nazareth .","past, participle"
42002039,DEU,,"Und nachdem sie alles nach dem Gesetz des Herrn vollbracht hatten , kehrten sie zurück nach Galiläa in ihre Stadt Nazareth .",
42002039,CMN,,他们按着主的律法办完 一 切 ， 就回加利利 ， 到自己的城拿撒勒去了。,
42002039,JPN,,両親は主の律法どおりすべての事をすませたので、ガリラヤへむかい、自分の町ナザレに帰った。,
42002048a,ENG,have searched,"When they saw him they were astonished . His mother said to him : » Son , why did you treat us this way ? Your father and I have searched for you and we have been worried . «","present, participle"
42002048a,DEU,,"Und als sie ihn sahen , wurden sie bestürzt , und seine Mutter sagte zu ihm : Kind , warum hast du uns das getan ? Siehe , dein Vater und ich suchen dich mit Schmerzen .",
42002048a,CMN,,他父母见了 ， 非常惊奇 ， 他母亲说 ： “孩子 ， 为什么这样对待我们呢？你看 ， 你父亲和我都很担心地在找你呢 ！ ”,
42002048a,JPN,,両親はこれを見て驚き、そして母が彼に言った、「どうしてこんな事をしてくれたのです。ごらんなさい、おとう様もわたしも心配して、あなたを捜していたのです」。,
42002048b,ENG,have been worried,"When they saw him they were astonished . His mother said to him : » Son , why did you treat us this way ? Your father and I have searched for you and we have been worried . «","present, participle"
42002048b,DEU,,"Und als sie ihn sahen , wurden sie bestürzt , und seine Mutter sagte zu ihm : Kind , warum hast du uns das getan ? Siehe , dein Vater und ich suchen dich mit Schmerzen .",
42002048b,CMN,,他父母见了 ， 非常惊奇 ， 他母亲说 ： “孩子 ， 为什么这样对待我们呢？你看 ， 你父亲和我都很担心地在找你呢 ！ ”,
42002048b,JPN,,両親はこれを見て驚き、そして母が彼に言った、「どうしてこんな事をしてくれたのです。ごらんなさい、おとう様もわたしも心配して、あなたを捜していたのです」。,
42003019,ENG,had done (evil things),John reproved Herod the tetrarch for all the evil things he had done for he took his brother Herodias’ wife .,"past, participle"
42003019,DEU,,"Der Fürst Herodes aber , der von ihm zurechtgewiesen wurde wegen Herodias , der Frau seines Bruders , und wegen all des Bösen , das Herodes getan hatte ,",
42003019,CMN,,分封王希律 ， 因他弟弟的妻子希罗底 ， 并因他自己所行的 一 切恶事 ， 受到约翰的责备。,
42003019,JPN,,ところが領主ヘロデは、兄弟の妻ヘロデヤのことで、また自分がしたあらゆる悪事について、ヨハネから非難されていたので、,
42004006,ENG,has been turned over,"Then the devil said : » I will give all this authority and glory to you , for it has been turned over to me . I may give it to whomever I will .","present, participle"
42004006,DEU,,"Und der Teufel sagte zu ihm : Dir will ich alle diese ihre Macht und Herrlichkeit geben ; denn mir ist sie übergeben , und ich gebe sie , wem ich will .",
42004006,CMN,,对他说 ： “这 一 切权柄、荣华 ， 我都可以给你 ； 因为这些都交给了我 ， 我愿意给谁就给谁。,
42004006,JPN,,言った、「これらの国々の権威と栄華とをみんな、あなたにあげましょう。それらはわたしに任せられていて、だれでも好きな人にあげてよいのですから。,
42004013,ENG,had completed (every temptation),When the devil had completed every temptation he departed from him for a season .,"past, participle"
42004013,DEU,,"Und nachdem der Teufel alle Versuchung vollendet hatte , stand er von ihm ab bis zu gelegener Zeit .",
42004013,CMN,,魔鬼用尽了各种试探 ， 就暂时离开了耶稣。,
42004013,JPN,,悪魔はあらゆる試みをしつくして、一時イエスを離れた。,
42004018,ENG,has sent,"» The Spirit of Jehovah is upon me . He anointed me to preach good news to the poor . He has sent me to proclaim release to the captives , and recovering of sight to the blind . To set at liberty those who are bruised .","participle, present"
42004018,DEU,,""" Der Geist des Herrn ruht auf mir , weil er mich gesalbt hat ; er hat mich gesandt , den Armen frohe Botschaft zu bringen , den Gefangenen Befreiung zu verkündigen und den Blinden das Augenlicht "" , "" die Zerschlagenen zu befreien und zu entlassen "" ,",
42004018,CMN,,“主的灵在我身上 ， 因为他膏我去传福音给贫穷的人 ， 差遣我去宣告被掳的得释放 ， 瞎眼的得看见 ， 受压制的得自由 ，,
42004018,JPN,,「主の御霊がわたしに宿っている。貧しい人々に福音を宣べ伝えさせるために、わたしを聖別してくださったからである。主はわたしをつかわして、囚人が解放され、盲人の目が開かれることを告げ知らせ、打ちひしがれている者に自由を得させ、,
42004034,ENG,have come,"» What have we to do with you Jesus , you Nazarene ? Have you come to destroy us ? I know who you are . You are the Holy One of God ! «","present, participle"
42004034,DEU,,"Ach , was haben wir mit dir zu schaffen , Jesus von Nazareth ? Bist du gekommen , uns zu verderben ? Ich weiss , wer du bist : der Heilige Gottes !",
42004034,CMN,,“哎 ！ 拿撒勒人耶稣 ， 我们跟你有什么关系呢？你来毁灭我们吗？我知道你是谁 ， 你是 神的圣者。”,
42004034,JPN,,「ああ、ナザレのイエスよ、あなたはわたしたちとなんの係わりがあるのです。わたしたちを滅ぼしにこられたのですか。あなたがどなたであるか、わかっています。神の聖者です」。,
42004035,ENG,had thrown (him) down,"Jesus rebuked him , saying : » Be quiet and come out of him . « When the demon had thrown him down in front of them , he came out of him without harming him .","past, participle"
42004035,DEU,,"Und Jesus bedrohte ihn und sprach : Verstumme und fahre aus von ihm ! Da riss ihn der Dämon in die Mitte und fuhr von ihm aus , ohne ihm Schaden zu tun .",
42004035,CMN,,耶稣斥责他说 ： “住口 ！ 从他身上出来 ！ ”鬼把那人摔倒在众人中间 ， 就从他身上出来了 ， 没有伤害他。,
42004035,JPN,,イエスはこれをしかって、「黙れ、この人から出て行け」と言われた。すると悪霊は彼を人なかに投げ倒し、傷は負わせずに、その人から出て行った。,
42005002,ENG,had gone away,He saw two boats docked by the shore . The fishermen had gone away from them and were washing their nets .,"past, participle"
42005002,DEU,,da sah er zwei Schiffe am Ufer des Sees liegen ; die Fischer jedoch waren aus ihnen ausgestiegen und wuschen die Netze .,
42005002,CMN,,他看见两只船停在湖边 ， 渔夫离开船洗网去了。,
42005002,JPN,,そこに二そうの小舟が寄せてあるのをごらんになった。漁師たちは、舟からおりて網を洗っていた。,
42005026,ENG,have seen,Everyone was amazed and they glorified God . They were filled with fear . They said : » We have seen strange things today . «,"present, participle"
42005026,DEU,,"Und Staunen ergriff alle , und sie priesen Gott und wurden voll Furcht und sagten : Wir haben heute unglaubliche Dinge gesehen .",
42005026,CMN,,众人都惊奇 ， 颂赞 神 ， 并且十分惧怕 ， 说 ： “我们今天看见了不平常的事。”,
42005026,JPN,,みんなの者は驚嘆してしまった。そして神をあがめ、おそれに満たされて、「きょうは驚くべきことを見た」と言った。,
42006024,ENG,have received (your reward),» Woe to you who are rich ! You have received your reward .,"present, participle"
42006024,DEU,,"Doch wehe euch , ihr Reichen ; denn ihr habt euren Trost dahin .",
42006024,CMN,,“然而你们富有的人有祸了 ， 因为你们已经得了你们的安慰。,
42006024,JPN,,しかしあなたがた富んでいる人たちは、わざわいだ。慰めを受けてしまっているからである。,
42007016a,ENG,has appeared,They were all afraid and they praised God . They said : » A great prophet has appeared among us . God has visited inspected selected his people . «,"present, participle"
42007016a,DEU,,"Furcht aber ergriff alle , und sie priesen Gott und sagten : Ein grosser Prophet ist unter uns aufgestanden , und Gott hat sich seines Volkes angenommen .",
42007016a,CMN,,众人都惊惧 ， 颂赞 神说 ： “有伟大的先知在我们中间兴起来了 ！ ”又说 ： “ 神眷顾他的子民了 ！ ”,
42007016a,JPN,,人々はみな恐れをいだき、「大預言者がわたしたちの間に現れた」、また、「神はその民を顧みてくださった」と言って、神をほめたたえた。,
42007016b,ENG,has visited,They were all afraid and they praised God . They said : » A great prophet has appeared among us . God has visited inspected selected his people . «,"present, participle"
42007016b,DEU,,"Furcht aber ergriff alle , und sie priesen Gott und sagten : Ein grosser Prophet ist unter uns aufgestanden , und Gott hat sich seines Volkes angenommen .",
42007016b,CMN,,众人都惊惧 ， 颂赞 神说 ： “有伟大的先知在我们中间兴起来了 ！ ”又说 ： “ 神眷顾他的子民了 ！ ”,
42007016b,JPN,,人々はみな恐れをいだき、「大預言者がわたしたちの間に現れた」、また、「神はその民を顧みてくださった」と言って、神をほめたたえた。,
42007016c,ENG,[has] inspected,They were all afraid and they praised God . They said : » A great prophet has appeared among us . God has visited inspected selected his people . «,"present, participle"
42007016c,DEU,,"Furcht aber ergriff alle , und sie priesen Gott und sagten : Ein grosser Prophet ist unter uns aufgestanden , und Gott hat sich seines Volkes angenommen .",
42007016c,CMN,,众人都惊惧 ， 颂赞 神说 ： “有伟大的先知在我们中间兴起来了 ！ ”又说 ： “ 神眷顾他的子民了 ！ ”,
42007016c,JPN,,人々はみな恐れをいだき、「大預言者がわたしたちの間に現れた」、また、「神はその民を顧みてくださった」と言って、神をほめたたえた。,
42007016d,ENG,[has] selected,They were all afraid and they praised God . They said : » A great prophet has appeared among us . God has visited inspected selected his people . «,
42007016d,DEU,,"Furcht aber ergriff alle , und sie priesen Gott und sagten : Ein grosser Prophet ist unter uns aufgestanden , und Gott hat sich seines Volkes angenommen .",
42007016d,CMN,,众人都惊惧 ， 颂赞 神说 ： “有伟大的先知在我们中间兴起来了 ！ ”又说 ： “ 神眷顾他的子民了 ！ ”,
42007016d,JPN,,人々はみな恐れをいだき、「大預言者がわたしたちの間に現れた」、また、「神はその民を顧みてくださった」と言って、神をほめたたえた。,
42007022a,ENG,have seen,He answered John’s disciples : » Go and tell John the things you have seen and heard . The blind receive their sight ! The lame walk and lepers are cleansed . The deaf hear ! The dead are raised up and the poor have good news preached to them .,"present, participle"
42007022a,DEU,,"Und er antwortete und sprach zu ihnen : Gehet hin und berichtet dem Johannes , was ihr gesehen und gehört habt : "" Blinde werden sehend "" , Lahme gehen , Aussätzige werden rein , und Taube hören , Tote werden auferweckt , "" Armen wird die frohe Botschaft gebracht """,
42007022a,CMN,,耶稣回答他们 ： “你们回去 ， 把看见和听见的都告诉约翰 ， 就是瞎的可以看见 ， 跛的可以走路 ， 患痲风的得到洁净 ， 聋的可以听见 ， 死人复活 ， 穷人有福音听。,
42007022a,JPN,,答えて言われた、「行って、あなたがたが見聞きしたことを、ヨハネに報告しなさい。盲人は見え、足なえは歩き、らい病人はきよまり、耳しいは聞え、死人は生きかえり、貧しい人々は福音を聞かされている。,
42007022b,ENG,[have] heard,He answered John’s disciples : » Go and tell John the things you have seen and heard . The blind receive their sight ! The lame walk and lepers are cleansed . The deaf hear ! The dead are raised up and the poor have good news preached to them .,present
42007022b,DEU,,"Und er antwortete und sprach zu ihnen : Gehet hin und berichtet dem Johannes , was ihr gesehen und gehört habt : "" Blinde werden sehend "" , Lahme gehen , Aussätzige werden rein , und Taube hören , Tote werden auferweckt , "" Armen wird die frohe Botschaft gebracht """,
42007022b,CMN,,耶稣回答他们 ： “你们回去 ， 把看见和听见的都告诉约翰 ， 就是瞎的可以看见 ， 跛的可以走路 ， 患痲风的得到洁净 ， 聋的可以听见 ， 死人复活 ， 穷人有福音听。,
42007022b,JPN,,答えて言われた、「行って、あなたがたが見聞きしたことを、ヨハネに報告しなさい。盲人は見え、足なえは歩き、らい病人はきよまり、耳しいは聞え、死人は生きかえり、貧しい人々は福音を聞かされている。,
42007045,ENG,has not ceased kissing,» You did not kiss me . Since the time I came in she has not ceased kissing my feet .,"present, participle"
42007045,DEU,,"Einen Kuss hast du mir nicht gegeben ; sie aber hat , seit sie hereingekommen ist , nicht aufgehört , meine Füsse zu küssen .",
42007045,CMN,,你没有和我亲嘴 ； 但这女人 ， 自从我进来 ， 就不住地亲我的脚。,
42007045,JPN,,あなたはわたしに接吻をしてくれなかったが、彼女はわたしが家にはいった時から、わたしの足に接吻をしてやまなかった。,
42008002a,ENG,had been healed,"Traveling with him were the women who had been healed of evil spirits and infirmities . This included Mary Magdalene , from whom seven demons had gone out .","past, participle"
42008002a,DEU,,"und einige Frauen , die von bösen Geistern und Krankheiten geheilt worden waren : Maria , genannt die aus Magdala , aus der sieben Dämonen ausgefahren waren ,",
42008002a,CMN,,还有几个蒙了医治、脱离污鬼与疾病的妇女 ， 其中有称为抹大拉的马利亚 ， 曾有七个鬼从她身上赶出来 ；,
42008002a,JPN,,また悪霊を追い出され病気をいやされた数名の婦人たち、すなわち、七つの悪霊を追い出してもらったマグダラと呼ばれるマリヤ、,
42008002b,ENG,had gone out,"Traveling with him were the women who had been healed of evil spirits and infirmities . This included Mary Magdalene , from whom seven demons had gone out .","past, participle"
42008002b,DEU,,"und einige Frauen , die von bösen Geistern und Krankheiten geheilt worden waren : Maria , genannt die aus Magdala , aus der sieben Dämonen ausgefahren waren ,",
42008002b,CMN,,还有几个蒙了医治、脱离污鬼与疾病的妇女 ， 其中有称为抹大拉的马利亚 ， 曾有七个鬼从她身上赶出来 ；,
42008002b,JPN,,また悪霊を追い出され病気をいやされた数名の婦人たち、すなわち、七つの悪霊を追い出してもらったマグダラと呼ばれるマリヤ、,
42008012,ENG,have heard,» Those by the side of the road are they who have heard . Then the devil comes and takes the word from their hearts that they may not believe and be saved .,"present, participle"
42008012,DEU,,"Die auf dem Wege aber sind die , welche es gehört haben ; darnach kommt der Teufel und nimmt das Wort von ihrem Herzen weg , damit sie nicht glauben und gerettet werden .",
42008012,CMN,,那落在路旁的 ， 就是人听了 ， 魔鬼随即来到 ， 从他们心里把道夺去 ， 恐怕他们相信就得救了。,
42008012,JPN,,道ばたに落ちたのは、聞いたのち、信じることも救われることもないように、悪魔によってその心から御言が奪い取られる人たちのことである。,
42008027,ENG,had been [this way],"When he arrived on the shore , a demon-possessed man met him . He wore no clothes and did not live in a house but in the tombs . He had been this way a long time .","past, participle"
42008027,DEU,,"Als er aber ans Land gestiegen war , kam ihm ein Mann aus der Stadt entgegen , der Dämonen hatte und seit langer Zeit keine Kleider anzog und in keinem Hause blieb , sondern in den Grüften .",
42008027,CMN,,耶稣 一 上岸 ， 就有城里 一 个被鬼附着的人 ， 迎面而来。这人已经很久不穿衣服 ， 不住在家里 ， 只住在坟墓里。,
42008027,JPN,,陸にあがられると、その町の人で、悪霊につかれて長いあいだ着物も着ず、家に居つかないで墓場にばかりいた人に、出会われた。,
42008030,ENG,had entered into (him),Jesus asked him : » What is your name ? « He answered : » Legion « for many demons had entered into him .,"past, participle"
42008030,DEU,,Und Jesus fragte ihn : Was ist dein Name ? Er antwortete : Legion . Denn viele Dämonen waren in ihn gefahren .,
42008030,CMN,,耶稣问他 ： “你叫什么名字？”他说 ： “群。”因为进到那人里面的鬼很多。,
42008030,JPN,,イエスは彼に「なんという名前か」とお尋ねになると、「レギオンと言います」と答えた。彼の中にたくさんの悪霊がはいり込んでいたからである。,
42008035,ENG,had been (demon) possessed,"They went out to see what happened . They came to Jesus and found the man who had been demon possessed . He was clothed , in his right mind and sitting at the feet of Jesus . They were afraid .","past, participle"
42008035,DEU,,"Da gingen die Leute hinaus , um zu sehen , was geschehen war . Und sie kamen zu Jesus und fanden den Menschen , von dem die Dämonen ausgefahren waren , bekleidet und vernünftig zu den Füssen Jesu sitzen ; und sie fürchteten sich .",
42008035,CMN,,众人就出来看发生了什么事。来到耶稣那里 ， 看见鬼已经离开的那人 ， 穿着衣服 ， 神志清醒 ， 坐在耶稣脚前 ， 他们就害怕。,
42008035,JPN,,人々はこの出来事を見に出てきた。そして、イエスのところにきて、悪霊を追い出してもらった人が着物を着て、正気になってイエスの足もとにすわっているのを見て、恐れた。,
42008039a,ENG,(God) has done (for you),» Return to your house and declare the great things God has done for you . « He went throughout the whole city telling the great things Jesus had done for him .,"present, participle"
42008039a,DEU,,"Kehre zurück in dein Haus und erzähle , was Gott dir Grosses getan hat ! Und er ging aus und verkündigte in der ganzen Stadt , was Jesus ihm Grosses getan hatte .",
42008039a,CMN,,“你回家去 ， 述说 神为你作了怎样的事。”他就走遍全城 ， 传讲耶稣为他作了怎样的事。,
42008039a,JPN,,「家へ帰って、神があなたにどんなに大きなことをしてくださったか、語り聞かせなさい」。そこで彼は立ち去って、自分にイエスがして下さったことを、ことごとく町中に言いひろめた。,
42008039b,ENG,(Jesus) had done (for him),» Return to your house and declare the great things God has done for you . « He went throughout the whole city telling the great things Jesus had done for him .,"past, participle"
42008039b,DEU,,"Kehre zurück in dein Haus und erzähle , was Gott dir Grosses getan hat ! Und er ging aus und verkündigte in der ganzen Stadt , was Jesus ihm Grosses getan hatte .",
42008039b,CMN,,“你回家去 ， 述说 神为你作了怎样的事。”他就走遍全城 ， 传讲耶稣为他作了怎样的事。,
42008039b,JPN,,「家へ帰って、神があなたにどんなに大きなことをしてくださったか、語り聞かせなさい」。そこで彼は立ち去って、自分にイエスがして下さったことを、ことごとく町中に言いひろめた。,
42008048,ENG,has made (you) whole,"He said to her : » Daughter , your faith has made you whole ; go in peace . «","present, participle"
42008048,DEU,,"Er aber sprach zu ihr : Meine Tochter , dein Glaube hat dich gerettet ; gehe hin in Frieden !",
42008048,CMN,,耶稣对她说 ： “女儿 ， 你的信使你痊愈了 ， 平安地去吧 ！ ”,
42008048,JPN,,そこでイエスが女に言われた、「娘よ、あなたの信仰があなたを救ったのです。安心して行きなさい」。,
42008056,ENG,had been done,Her parents were amazed . He charged them to tell no man what had been done .,"past, participle"
42008056,DEU,,"Und ihre Eltern erstaunten ; er aber gebot ihnen , niemandem zu sagen , was geschehen war .",
42008056,CMN,,她父母非常惊奇。耶稣嘱咐他们不要把他所作的事告诉人。,
42008056,JPN,,両親は驚いてしまった。イエスはこの出来事をだれにも話さないようにと、彼らに命じられた。,
42009008a,ENG,had appeared,Others said that Elijah had appeared and others and that one of the old prophets had risen again .,"past, participle"
42009008a,DEU,,"von etlichen aber , Elia sei erschienen , von andern aber , einer der alten Propheten sei auferstanden .",
42009008a,CMN,,又有人说 ： “以利亚显现了。”还有人说 ： “古时的 一 位先知复活了。”,
42009008a,JPN,,またある人たちは、エリヤが現れたと言い、またほかの人たちは、昔の預言者のひとりが復活したのだと言っていたからである。,
42009008b,ENG,had risen,Others said that Elijah had appeared and others and that one of the old prophets had risen again .,"past, participle"
42009008b,DEU,,"von etlichen aber , Elia sei erschienen , von andern aber , einer der alten Propheten sei auferstanden .",
42009008b,CMN,,又有人说 ： “以利亚显现了。”还有人说 ： “古时的 一 位先知复活了。”,
42009008b,JPN,,またある人たちは、エリヤが現れたと言い、またほかの人たちは、昔の預言者のひとりが復活したのだと言っていたからである。,
42009010,ENG,had done,When the apostles returned they told Jesus about the things they had done . They traveled to the city of Bethsaida .,"past, participle"
42009010,DEU,,"Und die Apostel kehrten zurück und erzählten ihm alles , was sie getan hatten . UND er nahm sie mit sich und zog sich abseits in eine Stadt namens Bethsaida zurück .",
42009010,CMN,,使徒们回来 ， 把所作的事报告耶稣。他带着他们 ， 悄悄地退往伯赛大城去。,
42009010,JPN,,使徒たちは帰ってきて、自分たちのしたことをすべてイエスに話した。それからイエスは彼らを連れて、ベツサイダという町へひそかに退かれた。,
42009019,ENG,has risen,They said : » John the Baptist . Others say Elijah and still others say one of the old prophets has risen again . «,"present, participle"
42009019,DEU,,"Da antworteten sie und sagten : Für Johannes den Täufer , andre für Elia , noch andre ( meinen ) , einer der alten Propheten sei auferstanden .",
42009019,CMN,,他们回答 ： “有人说是施洗的约翰 ， 有人说是以利亚 ， 还有人说是古时的 一 位先知复活了。”,
42009019,JPN,,彼らは答えて言った、「バプテスマのヨハネだと、言っています。しかしほかの人たちは、エリヤだと言い、また昔の預言者のひとりが復活したのだと、言っている者もあります」。,
42009036,ENG,had seen,When the voice came Jesus was found alone . They kept quiet and told no man what they had seen .,"past, participle"
42009036,DEU,,"Und während die Stimme erscholl , fand es sich , dass Jesus allein war . Und sie schwiegen und teilten in jenen Tagen niemandem etwas von dem mit , was sie gesehen hatten .",
42009036,CMN,,声音过了 ， 只见耶稣独自在那里。在那些日子 ， 门徒保持缄默 ， 不把所看见的告诉任何人。,
42009036,JPN,,そして声が止んだとき、イエスがひとりだけになっておられた。弟子たちは沈黙を守って、自分たちが見たことについては、そのころだれにも話さなかった。,
42010013a,ENG,(mighty works) had been done,"» Woe to you Chorazin ! Woe to you Bethsaida ! If the mighty works had been done in Tyre and Sidon , which were done in you , they would have repented long ago , sitting in sackcloth and ashes .","past, participle"
42010013a,DEU,,"WEHE dir , Chorazin ! Wehe dir , Bethsaida ! Denn wenn in Tyrus und Sidon die machtvollen Taten geschehen wären , die bei euch geschehen sind , so hätten sie längst in Sack und Asche sitzend Busse getan .",
42010013a,CMN,,“哥拉逊啊 ， 你有祸了 ！ 伯赛大啊 ， 你有祸了 ！ 因为在你们那里行过的神迹 ， 如果行在推罗和西顿 ， 他们早已披麻蒙灰 ， 坐在地上悔改了。,
42010013a,JPN,,わざわいだ、コラジンよ。わざわいだ、ベツサイダよ。おまえたちの中でなされた力あるわざが、もしツロとシドンでなされたなら、彼らはとうの昔に、荒布をまとい灰の中にすわって、悔い改めたであろう。,
42010013b,ENG,would have repented,"» Woe to you Chorazin ! Woe to you Bethsaida ! If the mighty works had been done in Tyre and Sidon , which were done in you , they would have repented long ago , sitting in sackcloth and ashes .","would, participle"
42010013b,DEU,,"WEHE dir , Chorazin ! Wehe dir , Bethsaida ! Denn wenn in Tyrus und Sidon die machtvollen Taten geschehen wären , die bei euch geschehen sind , so hätten sie längst in Sack und Asche sitzend Busse getan .",
42010013b,CMN,,“哥拉逊啊 ， 你有祸了 ！ 伯赛大啊 ， 你有祸了 ！ 因为在你们那里行过的神迹 ， 如果行在推罗和西顿 ， 他们早已披麻蒙灰 ， 坐在地上悔改了。,
42010013b,JPN,,わざわいだ、コラジンよ。わざわいだ、ベツサイダよ。おまえたちの中でなされた力あるわざが、もしツロとシドンでなされたなら、彼らはとうの昔に、荒布をまとい灰の中にすわって、悔い改めたであろう。,
42010019,ENG,have given (you) authority,"» Behold , I have given you authority to tread upon serpents and scorpions , and over all the power of the enemy : and nothing shall in any way hurt you .","present, participle"
42010019,DEU,,"Siehe , ich habe euch die Macht gegeben , auf Schlangen und Skorpione zu treten , und ( Macht ) über alle Gewalt des Feindes ; und er wird euch keinen Schaden zufügen .",
42010019,CMN,,我已经给你们权柄 ， 去践踏蛇和蝎子 ， 胜过仇敌的 一 切能力。绝对没有什么能伤害你们了。,
42010019,JPN,,わたしはあなたがたに、へびやさそりを踏みつけ、敵のあらゆる力に打ち勝つ権威を授けた。だから、あなたがたに害をおよぼす者はまったく無いであろう。,
42010022,ENG,have been delivered,» All things have been delivered to me from my Father . No one knows who the Son is except the Father . And no one knows who the Father is except the Son and those to whom the Son is willing to reveal him . «,"present, participle"
42010022,DEU,,"Alles ist mir von meinem Vater übergeben worden , und niemand weiss , wer der Sohn ist , als nur der Vater , und wer der Vater ist , ( weiss niemand ) als nur der Sohn und wem es der Sohn offenbaren will .",
42010022,CMN,,我父已经把 一 切交给我 ； 除了父没有人知道子是谁 ， 除了子和子所愿意启示的人 ， 也没有人知道父是谁。”,
42010022,JPN,,すべての事は父からわたしに任せられています。そして、子がだれであるかは、父のほか知っている者はありません。また父がだれであるかは、子と、父をあらわそうとして子が選んだ者とのほか、だれも知っている者はいません」。,
42010042,ENG,has chosen,» However one thing is needed . Mary has chosen the proper way and it shall not be taken away from her . «,"present, participle"
42010042,DEU,,"Weniges aber ist not ; Maria nämlich hat das gute Teil erwählt , und das soll nicht von ihr genommen werden .",
42010042,CMN,,但是最需要的只有 一 件 ， 马利亚已经选择了那上好的分 ， 是不能从她夺去的。”,
42010042,JPN,,しかし、無くてならぬものは多くはない。いや、一つだけである。マリヤはその良い方を選んだのだ。そしてそれは、彼女から取り去ってはならないものである」。,
42011020,ENG,has come (upon you),"» If I use the finger power Spirit of God to cast out demons , then the kingdom of God has come upon you ?","present, participle"
42011020,DEU,,"Wenn ich dagegen durch den Finger Gottes die Dämonen austreibe , so ist ja das Reich Gottes zu euch gekommen .",
42011020,CMN,,我若靠 神的能力赶鬼 ， 这就是 神的国临到你们了。,
